"[[6, 1], [6, 3], [4, 3]]",MOVE FAST FORWARD,"[[4, 1], [5, 3], [3, 3]]","[-1.0, -10.0, 0.0]",False,"[[2, 2], [2, 5], [4, 1]]"
"[[4, 1], [5, 3], [3, 3]]",MOVE FAST FORWARD,"[[2, 1], [5, 3], [2, 3]]","[-1.0, 0.0, 0.0]",False,"[[2, 2], [2, 5], [4, 1]]"
"[[2, 1], [5, 3], [2, 3]]",MOVE SLOW RIGHT,"[[2, 2], [5, 3], [1, 3]]","[-1.0, -10.0, 0.0]",False,"[[2, 2], [2, 5], [4, 1]]"
"[[2, 2], [5, 3], [1, 3]]",MOVE FAST RIGHT,"[[2, 4], [4, 3], [0, 3]]","[-1.0, 0.0, 0.0]",False,"[[2, 2], [2, 5], [4, 1]]"
"[[2, 4], [4, 3], [0, 3]]",MOVE FAST RIGHT,"[[2, 6], [3, 3], [0, 2]]","[14.0, -10.0, 0.0]",True,"[[2, 2], [2, 5], [4, 1]]"
"[[6, 1], [6, 3], [4, 3]]",MOVE FAST FORWARD,"[[4, 1], [5, 3], [3, 3]]","[-1.0, -10.0, 0.0]",False,"[[2, 2], [2, 5], [4, 1]]"
"[[4, 1], [5, 3], [3, 3]]",MOVE FAST FORWARD,"[[2, 1], [5, 3], [3, 2]]","[-1.0, 0.0, 0.0]",False,"[[2, 2], [2, 5], [4, 1]]"
"[[2, 1], [5, 3], [3, 2]]",MOVE SLOW RIGHT,"[[2, 2], [4, 3], [3, 1]]","[-1.0, -10.0, 0.0]",False,"[[2, 2], [2, 5], [4, 1]]"
"[[2, 2], [4, 3], [3, 1]]",MOVE FAST RIGHT,"[[2, 4], [3, 3], [3, 0]]","[-1.0, 0.0, 0.0]",False,"[[2, 2], [2, 5], [4, 1]]"
"[[2, 4], [3, 3], [3, 0]]",MOVE FAST RIGHT,"[[2, 6], [4, 0], [3, 2]]","[14.0, -10.0, 0.0]",True,"[[2, 2], [2, 5], [4, 1]]"
"[[6, 1], [6, 3], [4, 3]]",MOVE FAST FORWARD,"[[4, 1], [5, 3], [3, 3]]","[-1.0, -10.0, 0.0]",False,"[[2, 2], [2, 5], [4, 1]]"
"[[4, 1], [5, 3], [3, 3]]",MOVE FAST FORWARD,"[[2, 1], [4, 3], [3, 2]]","[-1.0, 0.0, 0.0]",False,"[[2, 2], [2, 5], [4, 1]]"
"[[2, 1], [4, 3], [3, 2]]",MOVE FAST RIGHT,"[[2, 3], [3, 3], [3, 1]]","[-1.0, -10.0, 0.0]",False,"[[2, 2], [2, 5], [4, 1]]"
"[[2, 3], [3, 3], [3, 1]]",MOVE SLOW RIGHT,"[[2, 4], [3, 0], [2, 3]]","[-1.0, 0.0, 0.0]",False,"[[2, 2], [2, 5], [4, 1]]"
"[[2, 4], [3, 0], [2, 3]]",MOVE FAST RIGHT,"[[2, 6], [4, 0], [1, 3]]","[14.0, -10.0, 0.0]",True,"[[2, 2], [2, 5], [4, 1]]"
"[[6, 1], [6, 3], [4, 3]]",MOVE FAST FORWARD,"[[4, 1], [5, 3], [3, 3]]","[-1.0, -10.0, 0.0]",False,"[[2, 2], [2, 5], [4, 1]]"
"[[4, 1], [5, 3], [3, 3]]",MOVE FAST FORWARD,"[[2, 1], [4, 3], [2, 3]]","[-1.0, 0.0, 0.0]",False,"[[2, 2], [2, 5], [4, 1]]"
